"","NR","WR","SR","ER","NER"
"Schedule(MU)","84.3","-115.1","38.5","-14.5","6.1"
"Actual(MU)","89.6","-125.0","41.2","-17.4","8.0"
"O/D/U/D(MU)","5.3","-9.9","2.7","-2.9","1.9"
