"Share of RES in total generation (%)","6.02","13.54","34.75","0.44","0.08","14.45"
"Share of Non-fossil fuel (Hydro, Nuclear and RES) in total generation (%)","43.42","21.89","55.00","26.23","42.19","36.45"
