"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","5720","0","108.7","24.3","0.3","179","0.0"
"","Haryana","6433","0","129.9","64.0","1.2","209","0.0"
"","Rajasthan","11025","0","216.9","72.2","4.7","501","0.3"
"","Delhi","4214","0","69.3","51.9","-0.7","206","0.0"
"","UP","14483","0","309.9","108.9","1.4","676","1.3"
"","Uttarakhand","2149","0","39.9","29.3","0.8","215","0.0"
"","HP","1376","0","27.9","22.6","1.0","196","0.1"
"","J&K","2240","560","45.5","43.0","-1.7","64","10.7"
"","Chandigarh","239","0","3.8","3.9","-0.1","21","0.0"
"WR","Chhattisgarh","3366","0","73.6","5.5","-1.7","49","0.0"
"","Gujarat","14189","0","302.2","92.0","3.0","353","0.0"
"","MP","9878","0","227.0","136.6","-1.4","383","0.0"
"","Maharashtra","20035","0","413.4","130.0","-0.2","345","0.0"
"","Goa","436","0","9.2","8.4","0.4","57","0.0"
"","DD","331","0","7.3","6.7","0.6","75","0.0"
"","DNH","748","0","17.4","16.2","1.3","109","0.0"
"","Essar steel","451","0","8.8","8.8","0.0","488","0.0"
"SR","Andhra Pradesh","8267","0","165.6","47.8","2.9","488","0.1"
"","Telangana","9291","0","180.7","76.5","-1.3","348","0.1"
"","Karnataka","9831","0","206.6","89.9","0.1","426","0.1"
"","Kerala","3448","0","66.2","53.0","0.7","196","0.0"
"","Tamil Nadu","13347","0","279.8","146.8","1.2","596","0.1"
"","Pondy","330","0","6.5","7.2","-0.7","24","0.0"
"ER","Bihar","4221","0","74.7","67.7","1.4","395","0.0"
"","DVC","2983","0","69.0","-28.0","-0.3","345","0.0"
"","Jharkhand","1035","150","24.6","16.0","1.0","185","0.5"
"","Odisha","3984","0","70.2","23.1","2.8","435","0.0"
"","West Bengal","6465","0","113.2","18.2","1.7","456","0.0"
"","Sikkim","113","0","1.8","1.7","0.1","20","0.0"
"NER","Arunachal Pradesh","128","1","2.2","2.0","0.2","56","0.0"
"","Assam","1421","14","23.8","19.5","1.8","172","0.1"
"","Manipur","190","1","2.7","2.9","-0.2","23","0.0"
"","Meghalaya","320","0","6.5","3.9","-0.2","45","0.0"
"","Mizoram","94","2","1.9","1.1","0.1","26","0.0"
"","Nagaland","128","1","2.0","1.9","-0.1","21","0.0"
"","Tripura","228","2","3.5","1.7","0.1","29","0.0"
