"Region","<49.2","49.2-49.5","49.5-49.7","49.7-49.8","<49.7","49.7-50.2","> 50.2"
"NEW GRID","0.0","0.0","1.3","5.3","1.3","85.3","13.4"
"SR GRID","0.0","0.0","0.4","5.1","0.4","94.5","5.1"
