"","NR","WR","SR","ER","NER"
"Schedule(MU)","107.8","-102.3","36.3","-49.1","6.3"
"Actual(MU)","102.8","-101.6","40.2","-48.8","5.0"
"O/D/U/D(MU)","-5.0","0.7","3.9","0.3","-1.3"
