"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","5115","0","95.9","48.1","1.6","239"
"","Haryana","5572","0","105.0","81.4","-0.7","193"
"","Rajasthan","10070","0","199.1","73.0","1.4","211"
"","Delhi","2928","0","54.0","40.1","0.1","259"
"","UP","11942","30","251.7","94.7","-0.6","356"
"","Uttarakhand","1750","0","31.1","17.0","-0.4","157"
"","HP","1355","0","24.6","18.2","0.8","137"
"","J&K","1752","438","36.8","34.8","-3.5","0"
"","Chandigarh","172","0","3.1","3.2","-0.1","13"
"WR","Chhattisgarh","2854","0","62.2","4.8","-2.5","191"
"","Gujarat","12802","0","273.6","85.8","-0.8","606"
"","MP","10807","0","217.7","131.0","-2.9","421"
"","Maharashtra","19489","0","416.8","114.7","0.4","415"
"","Goa","408","0","8.5","8.0","-0.1","48"
"","DD","275","0","6.3","6.3","-0.1","38"
"","DNH","670","0","15.0","15.2","-0.2","328"
"","Essar steel","375","0","7.4","7.2","0.2","380"
"SR","Andhra Pradesh","7218","0","153.1","26.5","2.8","417"
"","Telangana","6635","0","136.6","70.8","1.7","337"
"","Karnataka","9242","0","197.6","81.2","3.3","956"
"","Kerala","3405","0","65.0","56.5","1.7","175"
"","Tamil Nadu","13472","0","290.8","155.6","-0.2","714"
"","Pondy","305","0","6.3","6.8","-0.5","30"
"ER","Bihar","3037","0","60.4","59.0","-0.4","100"
"","DVC","2463","0","56.1","-34.8","-1.7","110"
"","Jharkhand","1020","0","23.1","15.0","3.9","180"
"","Odisha","3678","0","67.1","22.0","2.3","200"
"","West Bengal","6438","0","100.5","19.0","2.2","210"
"","Sikkim","89","0","1.5","1.4","0.1","12"
"NER","Arunachal Pradesh","123","2","2.0","1.7","0.3","48"
"","Assam","1333","18","22.5","16.7","1.9","172"
"","Manipur","132","2","2.2","2.4","-0.3","11"
"","Meghalaya","266","0","4.6","3.6","-0.2","40"
"","Mizoram","86","1","1.4","1.1","0.2","16"
"","Nagaland","103","4","1.7","1.8","-0.1","9"
"","Tripura","207","1","3.3","1.4","-0.1","17"
