"","NR","WR","SR","ER","NER","All India"
"Coal","527","1261","601","492","14","2895"
"Lignite","21","14","52","0","0","88"
"Hydro","183","29","92","46","3","352"
"Nuclear","23","31","34","0","0","88"
"Gas, Naptha & Diesel","26","55","18","0","26","126"
"RES (Wind, Solar, Biomass & Others)","64","70","148","1","0","283"
"Total","845","1460","944","539","43","3832"
