"","NR","WR","SR","ER","NER"
"Schedule(MU)","143.8","-102.2","35.6","-83.5","3.5"
"Actual(MU)","130.3","-99.4","35.9","-76.2","7.7"
"O/D/U/D(MU)","-13.5","2.8","0.3","7.3","4.2"
