"","NR","WR","SR","ER","NER"
"Schedule(MU)","100.2","-103.8","37.9","-42.6","5.5"
"Actual(MU)","104.9","-116.6","40.7","-36.7","7.6"
"O/D/U/D(MU)","4.7","-12.8","2.8","5.9","2.1"
