"","NR","WR","SR","ER","NER"
"Schedule(MU)","73.4","-56.5","51.8","-81.0","9.0"
"Actual(MU)","71.2","-60.3","51.5","-73.6","8.0"
"O/D/U/D(MU)","-2.2","-3.8","-0.3","7.4","-1.0"
