"Region","<49.2","49.2-49.5","49.5-49.7","49.7-49.8","<49.7","49.7-50.2","> 50.2"
"NEW GRID","0.0","0.0","1.8","2.4","1.9","92.5","5.6"
"SR GRID","0.0","0.0","4.8","21.0","4.8","91.7","3.5"
