"","NR","WR","SR","ER","NER"
"Schedule(MU)","118.7","-116.8","50.1","-59.0","7.1"
"Actual(MU)","128.3","-136.8","53.9","-57.6","9.2"
"O/D/U/D(MU)","9.6","-19.9","3.8","1.4","2.1"
