"Region","<49.2","49.2-49.5","49.5-49.7","49.7-49.8","<49.7","49.7-50.2","> 50.2"
"NEW GRID","0.0","0.0","4.0","1.7","4.0","95.0","1.0"
"SR GRID","0.0","0.1","10.8","28.5","10.9","88.5","0.6"
