"","NR","WR","SR","ER","NER"
"Schedule(MU)","99.6","-73.1","38.8","-67.5","1.7"
"Actual(MU)","91.1","-72.7","39.7","-64.5","1.4"
"O/D/U/D(MU)","-8.5","0.4","0.9","3.0","-0.3"
