"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","5882","0","119.1","26.7","0.3","135","0.0"
"","Haryana","6403","0","122.3","66.0","1.7","241","1.0"
"","Rajasthan","9760","0","186.8","59.3","2.7","661","0.0"
"","Delhi","3251","0","60.7","53.6","-1.2","124","0.0"
"","UP","13588","0","270.4","94.9","-1.1","421","0.0"
"","Uttarakhand","1716","0","33.0","23.0","0.7","235","0.0"
"","HP","1456","0","25.7","19.7","1.0","133","0.0"
"","J&K","2039","510","41.6","38.9","-2.5","137","9.8"
"","Chandigarh","175","0","3.0","3.0","0.0","27","0.0"
"WR","Chhattisgarh","3618","0","78.2","34.0","-1.8","53","0.0"
"","Gujarat","14192","0","313.4","139.7","7.2","468","0.0"
"","MP","9048","0","187.1","89.6","-3.8","266","0.0"
"","Maharashtra","21186","0","450.5","136.2","0.0","471","0.0"
"","Goa","567","0","10.1","9.1","1.1","111","0.0"
"","DD","333","0","7.3","6.3","1.0","120","0.0"
"","DNH","749","0","17.3","16.0","1.3","103","0.0"
"","Essar steel","452","0","9.6","10.1","-0.5","184","0.0"
"SR","Andhra Pradesh","8733","0","176.0","44.2","0.1","498","0.0"
"","Telangana","9883","0","212.1","96.2","-0.3","473","0.0"
"","Karnataka","10073","0","224.1","80.0","0.1","546","0.0"
"","Kerala","3744","0","74.9","47.9","1.7","189","0.0"
"","Tamil Nadu","14282","0","310.7","159.7","1.1","528","0.0"
"","Pondy","342","0","7.1","7.5","-0.4","28","0.0"
"ER","Bihar","4193","0","72.9","64.4","0.6","200","0.0"
"","DVC","2944","0","66.0","-34.6","-1.9","220","0.0"
"","Jharkhand","1118","0","23.4","14.3","-0.6","45","0.0"
"","Odisha","4124","0","81.5","33.7","2.0","225","0.0"
"","West Bengal","6867","0","136.3","24.4","1.5","220","0.0"
"","Sikkim","101","0","1.5","1.5","0.0","10","0.0"
"NER","Arunachal Pradesh","120","1","2.2","2.4","-0.3","59","0.0"
"","Assam","1365","75","22.4","18.4","0.7","146","0.4"
"","Manipur","166","2","2.3","2.4","-0.1","22","0.0"
"","Meghalaya","299","0","5.5","3.7","-0.2","57","0.0"
"","Mizoram","79","1","1.3","1.3","0.0","34","0.0"
"","Nagaland","112","3","1.9","1.9","-0.2","40","0.0"
"","Tripura","244","6","3.8","2.9","0.4","26","0.0"
