"","NR","WR","SR","ER","NER"
"Schedule(MU)","109.9","-92.2","37.4","-60.6","5.5"
"Actual(MU)","69.3","-65.6","42.3","-49.3","-0.3"
"O/D/U/D(MU)","-40.6","26.6","4.9","11.3","-5.8"
