"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","5510","0","112.7","50.0","-1.2","116","0.0"
"","Haryana","6377","150","114.4","59.6","2.2","251","2.3"
"","Rajasthan","8799","0","184.9","59.9","3.3","475","0.9"
"","Delhi","4168","0","87.8","67.9","-0.7","247","0.0"
"","UP","15153","255","311.1","105.0","4.3","570","0.0"
"","Uttarakhand","1724","0","33.7","19.4","0.0","94","0.4"
"","HP","1308","0","22.6","14.1","1.1","225","2.0"
"","J&K","2044","511","41.5","32.6","2.6","360","9.8"
"","Chandigarh","197","0","3.9","3.8","0.1","37","0.0"
"WR","Chhattisgarh","3779","0","83.7","11.8","0.8","149","0.0"
"","Gujarat","15645","0","348.5","191.2","-1.7","425","0.0"
"","MP","8781","0","187.3","81.0","-2.4","298","0.0"
"","Maharashtra","22966","0","492.6","155.0","-4.0","233","0.0"
"","Goa","545","0","12.3","11.0","0.5","54","0.0"
"","DD","312","0","7.1","6.8","0.4","74","0.0"
"","DNH","758","0","17.6","17.1","0.5","56","0.0"
"","Essar steel","350","0","5.9","5.6","0.3","199","0.0"
"SR","Andhra Pradesh","8945","0","183.5","65.7","-0.6","314","0.0"
"","Telangana","8207","0","173.5","73.2","-1.3","296","0.0"
"","Karnataka","9951","0","211.5","70.5","-0.8","379","0.0"
"","Kerala","3603","0","73.8","51.3","1.3","203","0.0"
"","Tamil Nadu","14922","0","332.2","176.2","2.0","819","0.0"
"","Pondy","378","0","8.0","8.2","-0.2","51","0.0"
"ER","Bihar","4770","0","85.5","81.4","3.4","450","0.0"
"","DVC","3163","0","73.5","-56.2","-1.4","345","0.0"
"","Jharkhand","1070","0","25.0","16.9","2.2","195","0.0"
"","Odisha","4272","0","84.6","24.8","0.1","300","0.0"
"","West Bengal","8417","0","166.1","37.3","2.2","398","0.0"
"","Sikkim","95","0","1.4","1.5","-0.1","15","0.0"
"NER","Arunachal Pradesh","118","2","2.1","1.8","0.3","44","0.0"
"","Assam","1458","43","24.2","19.0","1.8","98","0.4"
"","Manipur","163","5","2.0","2.3","-0.3","24","0.0"
"","Meghalaya","268","0","4.5","2.6","-0.2","18","0.0"
"","Mizoram","86","3","1.5","1.3","-0.2","20","0.0"
"","Nagaland","130","4","2.0","1.9","0.0","32","0.0"
"","Tripura","250","1","4.1","3.7","0.9","45","0.0"
