"","NR","WR","SR","ER","NER"
"Schedule(MU)","123.5","-126.6","45.2","-55.8","9.7"
"Actual(MU)","116.7","-120.0","49.6","-57.7","11.4"
"O/D/U/D(MU)","-6.8","6.6","4.4","-1.9","1.7"
