"","NR","WR","SR","ER","NER","All India"
"Coal","419","1231","502","454","11","2618"
"Lignite","24","16","50","0","0","90"
"Hydro","132","37","84","28","4","286"
"Nuclear","19","37","45","0","0","101"
"Gas, Naptha & Diesel","35","43","15","0","13","107"
"RES (Wind, Solar, Biomass & Others)","77","86","201","1","0","366"
"Total","705","1451","898","483","29","3566"
