"","NR","WR","SR","ER","NER","All India"
"Coal","452","1164","503","414","11","2544"
"Lignite","23","12","48","0","0","83"
"Hydro","123","40","69","24","5","260"
"Nuclear","24","33","40","0","0","97"
"Gas, Naptha & Diesel","31","31","18","0","23","102"
"RES (Wind, Solar, Biomass & Others)","85","130","161","2","0","378"
"Total","738","1409","838","440","39","3464"
