"","NR","WR","SR","ER","NER"
"Schedule(MU)","130.8","-95.8","44.9","-87.1","6.3"
"Actual(MU)","115.4","-90.0","45.8","-75.6","4.3"
"O/D/U/D(MU)","-15.4","5.9","0.9","11.5","-2.0"
