"RegionRegion","States","Max. Demand Met during the day (MW)","Peak hourShortage (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","6111","0","127.3","104.2","-6.0","164"
"","Haryana","5779","0","118.3","73.5","-4.6","433"
"","Rajasthan","5563","0","122.5","55.6","-7.6","217"
"","Delhi","3756","0","73.4","64.1","-9.4","0"
"","UP","10556","2030","231.8","114.4","2.2","781"
"","Uttarakhand","1396","25","30.0","11.9","-2.7","147"
"","HP","1006","0","20.4","1.0","-2.4","76"
"","J&K","1227","100","20.4","10.1","-3.2","62"
"","Chandigarh","252","0","4.9","5.4","-0.5","0"
"WR","Chhattisgarh","2895","14","65.9","20.0","5.1","520"
"","Gujarat","8026","54","178.7","44.5","7.5","956"
"","MP","5716","14","115.1","34.9","1.4","608"
"","Maharashtra","12564","110","283.4","70.8","15.9","1212"
"","Goa","324","1","6.8","5.4","1.0","41"
"","DD","237","0","4.2","5.6","-1.4","22"
"","DNH","613","1","9.7","11.8","-2.1","52"
"","Essar steel","384","1","8.1","7.8","0.3","51"
"SR","Andhra Pradesh","10355","0","227.5","82.0","2.8","463"
"","Karnataka","7094","600","145.5","19.9","0.7","295"
"","Kerala","2932","75","53.1","14.4","0.5","206"
"","Tamil Nadu","9718","300","215.0","61.6","0.7","393"
"","Pondy","236","0","4.7","5.4","-0.7","21"
"ER","Bihar","2018","0","41.8","39.0","2.8","250"
"","DVC","2535","0","58.5","-23.9","2.4","210"
"","Jharkhand","871","0","19.6","13.7","-1.2","100"
"","Odisha","3621","0","71.5","15.6","6.9","580"
"","West Bengal","6145","34","122.9","39.6","1.2","430"
"","Sikkim","66","0","0.9","1.1","-0.2","8"
"NER","Arunachal Pradesh","111","3","1.4","1.6","-0.2","45"
"","Assam","1123","134","21.7","15.1","0.6","140"
"","Manipur","98","7","1.5","2.1","-0.6","10"
"","Meghalaya","238","10","4.3","0.7","0.1","91"
"","Mizoram","53","2","1.0","1.2","-0.2","5"
"","Nagaland","99","1","1.5","1.5","-0.4","17"
"","Tripura","170","42","3.3","1.2","0.2","41"
