"","NR","WR","SR","ER","NER"
"Schedule(MU)","81.3","-60.5","36.7","-59.5","4.8"
"Actual(MU)","41.6","-45.8","41.6","-47.2","4.3"
"O/D/U/D(MU)","-39.7","14.7","4.9","12.3","-0.5"
