"Region","<49.2","<49.7","49.7-49.8","49.8-49.9","<49.9","49.9-50.05","> 50.05"
"NEW GRID","0.00","0.00","2.97","8.39","11.37","75.23","13.40"
"SR GRID","0.00","0.00","2.97","8.39","11.37","75.23","13.40"
