"","NR","WR","SR","ER","NER","All India"
"Coal","364","983","466","388","9","2211"
"Lignite","19","16","41","0","0","76"
"Hydro","141","33","63","25","4","265"
"Nuclear","22","36","69","0","0","127"
"Gas, Naptha & Diesel","29","62","18","0","22","131"
"RES (Wind, Solar, Biomass & Others)","73","66","132","5","0","276"
"Total","647","1196","789","417","36","3086"
