"","NR","WR","SR","ER","NER"
"Schedule(MU)","107.7","-109.5","58.6","-58.5","3.9"
"Actual(MU)","119.3","-120.2","60.4","-60.1","4.8"
"O/D/U/D(MU)","11.6","-10.7","1.8","-1.6","0.9"
