"","NR","WR","SR","ER","NER","All India"
"Thermal (Coal & Lignite)","482","962","447","395","8","2293"
"Hydro","326","21","116","103","26","592"
"Nuclear","27","30","53","0","0","110"
"Gas, Naptha & Diesel","27","37","25","0","25","113"
"RES (Wind, Solar, Biomass & Others)","79","157","289","1","0","526"
"Total","940","1208","929","499","59","3635"
