"","NR","WR","SR","ER","NER","All India"
"Coal","425","1262","550","452","11","2700"
"Lignite","21","9","46","0","0","77"
"Hydro","138","45","109","29","5","326"
"Nuclear","18","37","45","0","0","100"
"Gas, Naptha & Diesel","30","74","18","0","17","138"
"RES (Wind, Solar, Biomass & Others)","82","70","172","2","0","326"
"Total","714","1498","940","482","33","3666"
