"Share of RES in total generation (%)","6.54","6.60","15.48","0.20","0.07","7.68"
"Share of Non-fossil fuel (Hydro, Nuclear and RES) in total generation (%)","36.44","11.07","28.77","13.17","11.75","21.45"
