"Share of RES in total generation (%)","4.87","2.87","13.47","0.24","0.08","5.47"
"Share of Non-fossil fuel (Hydro, Nuclear and RES) in total generation (%)","33.10","8.68","28.37","23.77","44.93","22.05"
