"","NR","WR","SR","ER","NER"
"Schedule(MU)","104.1","-100.5","41.7","-46.9","1.9"
"Actual(MU)","100.6","-99.5","46.8","-50.2","1.1"
"O/D/U/D(MU)","-3.5","1.0","5.1","-3.3","-0.8"
