"","NR","WR","SR","ER","NER"
"Schedule(MU)","105.0","-67.0","36.6","-82.5","5.4"
"Actual(MU)","125.5","-76.6","26.2","-83.3","7.0"
"O/D/U/D(MU)","20.5","-9.6","-10.4","-0.8","1.6"
