"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","5422","0","109.1","53.6","2.6","197"
"","Haryana","6047","0","121.9","64.5","-1.1","212"
"","Rajasthan","8685","0","188.3","44.2","3.8","421"
"","Delhi","3687","0","69.9","44.0","2.3","333"
"","UP","11163","980","232.5","115.0","-2.0","163"
"","Uttarakhand","1591","145","31.1","18.6","2.1","264"
"","HP","1256","0","24.5","14.0","1.8","171"
"","J&K","1768","0","31.7","22.6","2.3","229"
"","Chandigarh","197","0","3.6","3.4","0.3","51"
"WR","Chhattisgarh","3115","18","69.4","11.9","0.8","456"
"","Gujarat","13008","0","296.7","55.2","1.7","558"
"","MP","7940","0","175.9","94.4","-0.1","224"
"","Maharashtra","20134","165","434.4","152.5","1.7","441"
"","Goa","405","0","8.3","8.2","0.1","74"
"","DD","273","0","6.0","5.9","0.1","37"
"","DNH","655","0","15.2","15.2","0.0","16"
"","Essar steel","341","0","7.8","7.0","0.8","74"
"SR","Andhra Pradesh","5350","450","120.7","30.1","-0.1","364"
"","Telangana","6580","1600","140.5","62.9","2.4","599"
"","Karnataka","7260","600","156.4","8.6","2.3","465"
"","Kerala","3100","150","57.9","31.9","2.9","364"
"","Tamil Nadu","9031","809","203.5","56.7","-4.2","275"
"","Pondy","260","25","6.2","5.6","0.6","25"
"ER","Bihar","2819","50","51.0","52.8","-3.1","60"
"","DVC","2548","0","56.0","-17.7","0.9","250"
"","Jharkhand","1067","0","21.5","12.4","-0.2","50"
"","Odisha","3753","0","70.8","16.5","2.0","410"
"","West Bengal","7065","0","127.2","29.6","2.9","340"
"","Sikkim","88","0","1.2","1.2","0.0","30"
"NER","Arunachal Pradesh","88","2","1.4","1.4","0.0","47"
"","Assam","1257","126","23.6","15.4","2.3","173"
"","Manipur","133","1","1.9","1.9","0.0","63"
"","Meghalaya","227","1","4.3","2.3","-0.4","45"
"","Mizoram","63","1","1.1","1.0","0.1","17"
"","Nagaland","103","2","2.0","1.4","0.1","39"
"","Tripura","218","2","3.1","1.1","-0.2","63"
