"","NR","WR","SR","ER","NER"
"Schedule(MU)","89.4","-76.9","39.4","-62.7","8.9"
"Actual(MU)","105.2","-93.3","40.4","-57.7","5.7"
"O/D/U/D(MU)","15.8","-16.4","1.0","5.0","-3.2"
