"","NR","WR","SR","ER","NER"
"Schedule(MU)","78.6","-59.8","45.5","-81.7","8.1"
"Actual(MU)","82.5","-58.2","44.7","-78.5","7.5"
"O/D/U/D(MU)","3.9","1.6","-0.8","3.2","-0.6"
