"RegionRegion","States","Max. Demand Met during the day (MW)","Peak hourShortage (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","4384","0","80.5","31.7","0.9","238"
"","Haryana","4929","0","92.1","31.5","-3.8","326"
"","Rajasthan","8555","0","179.5","77.8","-6.0","248"
"","Delhi","3343","0","57.8","39.1","-2.9","217"
"","UP","9462","805","209.1","71.0","-0.4","645"
"","Uttarakhand","1479","75","29.4","18.9","-0.2","125"
"","HP","1188","0","22.1","17.8","-0.8","72"
"","J&K","1885","100","34.9","30.8","-2.2","372"
"","Chandigarh","173","0","3.1","3.1","0.0","25"
"WR","Chhattisgarh","2850","19","61.4","11.6","-0.2","317"
"","Gujarat","10886","20","231.4","41.9","-2.7","531"
"","MP","9292","40","192.1","119.4","-0.8","577"
"","Maharashtra","16482","243","347.4","106.2","6.1","650"
"","Goa","350","2","6.7","6.6","-0.2","15"
"","DD","239","1","5.9","6.0","-0.2","13"
"","DNH","577","3","13.8","13.4","0.3","30"
"","Essar steel","394","2","8.4","8.1","0.3","42"
"SR","Andhra Pradesh","10742","0","244.3","96.5","2.8","460"
"","Karnataka","7952","450","165.5","23.3","7.1","464"
"","Kerala","2977","150","53.6","36.2","2.6","225"
"","Tamil Nadu","11183","688","240.6","69.6","0.6","340"
"","Pondy","260","0","5.1","5.6","-0.5","17"
"ER","Bihar","1935","90","39.1","35.7","0.8","240"
"","DVC","2539","48","56.5","-12.3","-0.8","385"
"","Jharkhand","949","0","20.5","10.8","0.6","220"
"","Odisha","3414","0","63.4","13.8","-0.8","285"
"","West Bengal","5765","0","96.5","5.5","3.2","410"
"","Sikkim","100","0","1.6","1.2","0.4","30"
"NER","Arunachal Pradesh","112","13","1.8","1.2","0.6","45"
"","Assam","940","175","17.3","11.1","1.3","207"
"","Manipur","102","8","1.5","1.5","0.0","47"
"","Meghalaya","284","1","4.9","3.1","0.3","133"
"","Mizoram","67","2","1.2","1.0","0.0","22"
"","Nagaland","99","1","1.7","1.3","0.2","28"
"","Tripura","180","1","3.0","-0.1","0.6","74"
