"Region","<49.2","49.2-49.5","49.5-49.7","49.7-49.8","<49.7","49.7-50.2","> 50.2"
"NEW GRID","0.0","0.0","3.8","7.5","3.8","95.3","1.0"
"SR GRID","0.0","0.3","1.3","6.5","1.6","93.6","4.8"
