"","NR","WR","SR","ER","NER","TOTAL"
"Schedule(MU)","176.1","-198.9","89.1","-68.7","2.2","-0.2"
"Actual(MU)","179.2","-194.5","91.1","-81.1","2.1","-3.2"
"O/D/U/D(MU)","3.1","4.4","2.0","-12.4","-0.1","-3.0"
