"RegionRegion","States","Max. Demand Met during the day (MW)","Peak hourShortage (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","4639","0","91.8","44.2","0.3","120"
"","Haryana","5112","67","104.8","71.9","2.3","447"
"","Rajasthan","8575","0","180.4","66.1","0.6","435"
"","Delhi","3000","0","57.1","40.8","1.0","232"
"","UP","10384","1525","229.3","93.5","-3.9","149"
"","Uttarakhand","1517","45","29.7","16.3","1.5","192"
"","HP","1209","0","22.1","14.1","-0.8","56"
"","J&K","1556","100","32.9","25.5","-1.9","224"
"","Chandigarh","179","0","3.3","3.5","-0.2","6"
"WR","Chhattisgarh","3212","158","70.9","17.1","0.6","239"
"","Gujarat","11321","22","254.0","60.2","-3.4","314"
"","MP","6578","16","141.1","68.7","-0.9","140"
"","Maharashtra","17783","572","387.3","112.7","3.4","350"
"","Goa","407","36","9.0","7.7","0.7","52"
"","DD","253","1","5.9","5.7","0.3","19"
"","DNH","589","1","13.5","13.4","0.2","45"
"","Essar steel","575","1","12.1","12.0","0.1","102"
"SR","Andhra Pradesh","11773","1500","264.3","94.6","1.0","507"
"","Karnataka","8588","700","192.3","23.6","3.5","291"
"","Kerala","3402","40","66.7","33.6","2.2","271"
"","Tamil Nadu","12004","977","268.3","93.7","0.2","467"
"","Pondy","311","0","6.5","6.2","0.4","74"
"ER","Bihar","2116","0","41.4","39.0","0.0","90"
"","DVC","2590","0","56.2","-19.3","-1.2","120"
"","Jharkhand","1011","0","19.3","10.2","0.8","105"
"","Odisha","3626","0","70.5","12.6","0.2","310"
"","West Bengal","7055","0","131.0","41.6","3.0","660"
"","Sikkim","70","0","0.6","1.4","-0.8","0"
"NER","Arunachal Pradesh","93","22","1.5","1.3","0.1","37"
"","Assam","960","215","15.4","11.5","0.0","154"
"","Manipur","108","12","1.6","1.4","0.2","45"
"","Meghalaya","225","8","3.6","3.0","-0.1","60"
"","Mizoram","70","5","0.9","0.9","-0.2","30"
"","Nagaland","85","12","1.3","1.4","-0.4","24"
"","Tripura","204","1","2.9","-0.2","0.8","50"
