"","NR","WR","SR","ER","NER","All India"
"Coal","461","1199","454","443","12","2568"
"Lignite","21","15","47","0","0","83"
"Hydro","126","39","86","32","7","290"
"Nuclear","24","21","45","0","0","89"
"Gas, Naptha & Diesel","31","33","18","0","23","104"
"RES (Wind, Solar, Biomass & Others)","61","57","157","1","0","277"
"Total","724","1364","805","477","42","3412"
