"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","5442","0","104.2","45.1","0.9","289","0.0"
"","Haryana","6164","196","116.8","73.8","3.2","394","2.1"
"","Rajasthan","9906","0","197.2","73.9","3.5","359","0.0"
"","Delhi","3626","0","68.5","58.9","-0.1","200","0.1"
"","UP","12645","1010","277.7","106.6","0.5","400","2.1"
"","Uttarakhand","1672","0","33.5","14.7","-0.3","76","0.0"
"","HP","1369","0","24.9","16.4","0.2","120","0.0"
"","J&K","1916","479","36.8","30.1","0.3","331","8.6"
"","Chandigarh","179","0","3.3","3.8","-0.6","9","0.0"
"WR","Chhattisgarh","3406","0","72.8","14.5","-2.3","112","0.0"
"","Gujarat","14583","0","313.9","88.2","1.9","464","0.0"
"","MP","10697","0","229.2","163.7","-0.6","410","0.0"
"","Maharashtra","19913","0","418.3","144.8","-1.6","421","0.0"
"","Goa","468","0","9.6","9.6","0.1","33","0.0"
"","DD","308","0","7.0","6.5","0.5","43","0.0"
"","DNH","734","0","16.7","16.2","0.5","48","0.0"
"","Essar steel","424","0","8.2","8.2","0.1","210","0.0"
"SR","Andhra Pradesh","7350","0","158.7","54.0","5.1","482","0.0"
"","Telangana","7125","0","153.8","50.9","0.4","336","0.0"
"","Karnataka","7620","0","168.1","67.6","2.0","579","0.0"
"","Kerala","3298","0","64.7","50.0","0.9","268","0.0"
"","Tamil Nadu","13424","0","258.8","152.9","2.2","500","0.0"
"","Pondy","307","0","6.1","6.5","-0.4","26","0.0"
"ER","Bihar","3727","0","64.0","58.2","-0.9","270","0.0"
"","DVC","2965","0","62.3","-20.7","3.1","350","0.0"
"","Jharkhand","1052","0","22.4","15.4","0.6","120","0.0"
"","Odisha","4168","0","78.3","35.7","3.1","440","0.0"
"","West Bengal","6540","0","106.3","24.2","2.1","260","0.0"
"","Sikkim","104","0","1.4","1.2","0.3","15","0.0"
"NER","Arunachal Pradesh","134","6","2.5","2.3","0.2","7","0.1"
"","Assam","1456","50","24.2","17.8","0.8","139","0.5"
"","Manipur","152","7","2.4","2.6","-0.2","19","0.1"
"","Meghalaya","300","3","5.1","2.5","-0.2","59","0.0"
"","Mizoram","79","5","1.4","1.3","-0.1","15","0.0"
"","Nagaland","109","6","2.0","1.6","-0.1","19","0.0"
"","Tripura","204","5","3.4","2.2","-0.2","75","0.0"
