"","NR","WR","SR","ER","NER"
"Schedule(MU)","125.8","-108.0","37.2","-53.1","-0.5"
"Actual(MU)","134.9","-126.8","37.9","-45.1","1.8"
"O/D/U/D(MU)","9.1","-18.8","0.7","8.0","2.3"
