"","NR","WR","SR","ER","NER"
"Schedule(MU)","155.8","-117.4","40.6","-85.2","7.5"
"Actual(MU)","154.5","-131.5","46.5","-79.1","10.0"
"O/D/U/D(MU)","-1.3","-14.1","5.9","6.1","2.5"
