"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","6238","0","136.6","66.5","-0.2","220"
"","Haryana","7341","0","137.9","102.5","-0.2","208"
"","Rajasthan","8591","0","186.8","63.7","2.6","366"
"","Delhi","3830","0","79.5","60.5","-0.4","92"
"","UP","12996","120","282.5","116.3","0.7","513"
"","Uttarakhand","1811","0","36.2","19.0","0.0","134"
"","HP","1230","0","27.3","14.0","0.6","121"
"","J&K","1767","442","33.8","28.4","-5.3","0"
"","Chandigarh","204","0","3.9","4.1","-0.2","16"
"WR","Chhattisgarh","3121","0","70.1","18.0","1.5","291"
"","Gujarat","13027","0","285.8","61.5","-3.1","316"
"","MP","7435","0","158.0","78.0","-1.3","254"
"","Maharashtra","18950","0","394.9","115.8","1.8","396"
"","Goa","435","0","9.1","8.0","0.6","37"
"","DD","325","0","7.2","6.9","0.3","34"
"","DNH","763","0","16.9","17.4","-0.5","15"
"","Essar steel","371","0","6.8","6.6","0.2","145"
"SR","Andhra Pradesh","6930","0","158.6","11.8","3.2","398"
"","Telangana","7170","0","150.4","78.5","2.1","231"
"","Karnataka","8741","0","190.0","73.5","4.0","597"
"","Kerala","3287","0","64.4","52.1","2.0","201"
"","Tamil Nadu","13570","0","299.1","157.4","-0.2","844"
"","Pondy","325","0","7.0","7.3","-0.2","22"
"ER","Bihar","3518","0","68.7","70.2","-3.6","0"
"","DVC","2650","0","60.9","-24.0","0.6","0"
"","Jharkhand","1045","0","20.7","14.9","-0.3","0"
"","Odisha","3785","0","72.3","15.2","-0.8","0"
"","West Bengal","7414","0","121.9","28.1","-2.9","0"
"","Sikkim","81","0","1.0","1.1","-0.1","0"
"NER","Arunachal Pradesh","111","5","1.9","2.4","-0.5","6"
"","Assam","1558","0","28.1","19.3","2.8","233"
"","Manipur","140","2","1.9","2.0","-0.1","25"
"","Meghalaya","250","3","4.4","0.1","0.2","78"
"","Mizoram","84","1","1.3","1.3","0.0","15"
"","Nagaland","104","3","1.5","1.6","-0.2","21"
"","Tripura","258","0","4.2","3.5","0.5","85"
