"","NR","WR","SR","ER","NER","Total"
"Demand Met during Evening Peak hrs(MW)","36370","40184","33792","16202","463","127012"
"Peak Shortage (MW)","2316","310","1264","475","1737","6102"
"Energy Met (MU)","798","977","808","338","32","2953"
"Hydro Gen(MU)","131","42","74","21","4","271"
"Wind Gen(MU)","10","11","27","----------","----------","48"
