"","NR","WR","SR","ER","NER","TOTAL"
"Schedule(MU)","240.0","-227.6","93.3","-102.7","-2.9","0.1"
"Actual(MU)","230.2","-222.9","98.2","-99.6","-1.3","4.6"
"O/D/U/D(MU)","-9.8","4.7","4.9","3.2","1.6","4.6"
