"Region","<49.2","49.2-49.5","49.5-49.7","49.7-49.8","<49.7","49.7-50.2","> 50.2"
"NEW GRID","0.0","0.0","0.0","1.2","0.0","85.3","14.7"
"SR GRID","0.0","0.0","0.0","2.8","0.0","90.2","9.8"
