"","NR","WR","SR","ER","NER"
"Schedule(MU)","114.2","-111.0","59.7","-62.4","0.5"
"Actual(MU)","126.8","-116.0","50.6","-62.6","1.1"
"O/D/U/D(MU)","12.6","-5.0","-9.1","-0.2","0.6"
