"","NR","WR","SR","ER","NER"
"Schedule(MU)","101.7","-89.4","29.6","-49.8","4.7"
"Actual(MU)","93.5","-93.6","33.1","-42.9","7.1"
"O/D/U/D(MU)","-8.2","-4.2","3.5","6.9","2.4"
