"","NR","WR","SR","ER","NER","Total"
"Demand Met during Evening Peak hrs(MW) (at 1900 hrs; from RLDCs)","43871","48411","41429","17760","2484","153955"
"Peak Shortage (MW)","567","0","0","273","39","879"
"Energy Met (MU)","916","1125","911","343","41","3336"
"Hydro Gen (MU)","115","27","82","27","7","257"
"Wind Gen (MU)","7","22","26","----------","----------","55"
"Solar Gen (MU)*","12.15","17.74","54.78","0.83","0.05","86"
"Energy Shortage (MU)","12.7","0.0","0.0","0.8","0.7","14.2"
"Maximum Demand Met during the day (MW) & time (from NLDC SCADA)","44509","54401","42551","17792","2466","155996"
"","18:27","10:01","07:44","19:17","18:15","09:32"
