"","NR","WR","SR","ER","NER"
"Schedule(MU)","97.2","-108.7","38.5","-32.1","6.0"
"Actual(MU)","100.9","-114.9","40.2","-29.8","7.6"
"O/D/U/D(MU)","3.7","-6.2","1.7","2.3","1.6"
