"RegionRegion","States","Max. Demand Met during the day (MW)","Peak hourShortage (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","4458","0","85.1","39.0","-1.0","120"
"","Haryana","4443","0","86.0","55.8","-1.8","256"
"","Rajasthan","8027","0","168.0","64.4","-1.2","155"
"","Delhi","3165","47","61.4","46.5","-1.4","375"
"","UP","10891","1136","234.6","106.2","-3.2","238"
"","Uttarakhand","1540","25","31.3","21.7","0.8","147"
"","HP","1307","0","24.5","14.1","-0.6","18"
"","J&K","1537","100","33.9","26.1","-2.7","93"
"","Chandigarh","178","0","3.3","3.3","0.0","8"
"WR","Chhattisgarh","3400","302","79.4","25.7","1.0","305"
"","Gujarat","12038","43","267.2","69.1","-2.4","345"
"","MP","6944","33","148.1","74.8","-2.1","154"
"","Maharashtra","18502","246","402.6","136.3","2.3","375"
"","Goa","393","47","8.5","7.8","0.0","64"
"","DD","263","1","6.2","6.1","0.1","21"
"","DNH","604","3","14.2","14.4","-0.2","44"
"","Essar steel","610","3","12.9","12.8","0.1","102"
"SR","Andhra Pradesh","12436","1000","280.6","94.0","3.3","444"
"","Karnataka","8846","1200","201.4","24.5","1.6","288"
"","Kerala","3557","0","68.1","33.2","0.5","177"
"","Tamil Nadu","12078","754","267.1","95.4","0.6","373"
"","Pondy","316","0","6.5","6.6","0.0","25"
"ER","Bihar","2069","25","39.8","37.3","-0.2","175"
"","DVC","2402","0","54.8","-5.2","0.0","210"
"","Jharkhand","947","0","20.0","11.8","-0.9","75"
"","Odisha","4043","0","80.2","17.4","-1.0","200"
"","West Bengal","7354","72","145.3","41.1","-1.3","220"
"","Sikkim","79","0","1.0","1.5","-0.5","21"
"NER","Arunachal Pradesh","105","5","1.6","1.3","0.2","27"
"","Assam","1045","165","18.8","12.1","1.0","157"
"","Manipur","107","8","1.6","1.6","0.0","22"
"","Meghalaya","249","16","4.8","3.0","1.0","80"
"","Mizoram","72","3","1.1","1.0","-0.1","16"
"","Nagaland","93","5","1.6","1.5","-0.2","31"
"","Tripura","233","1","3.0","0.3","0.3","88"
