"Region","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","6453","0","122.1","57.0","-1.5","67","0.0"
"","Haryana","6740","0","133.0","85.1","-0.3","253","0.0"
"","Rajasthan","12646","0","234.6","65.0","-2.0","240","0.0"
"","Delhi","4630","0","80.4","66.7","1.4","379","0.0"
"","UP","16335","1065","297.0","125.8","1.6","671","1.2"
"","Uttarakhand","2130","0","41.5","28.8","0.0","164","0.1"
"","HP","1677","0","30.0","23.5","-0.6","140","0.0"
"","J&K(UT) and Ladakh(UT)","2878","720","53.4","45.6","2.3","768","12.6"
"","Chandigarh","277","0","4.7","4.6","0.1","35","0.0"
"WR","Chhattisgarh","3605","0","75.8","17.4","-0.7","244","0.0"
"","Gujarat","15433","0","317.6","71.6","-1.7","476","0.0"
"","MP","13604","0","246.2","120.2","-2.7","438","0.0"
"","Maharashtra","20969","0","425.5","131.4","2.0","683","0.0"
"","Goa","529","0","13.4","11.9","0.9","40","0.1"
"","DD","322","0","7.2","6.8","0.4","41","0.0"
"","DNH","804","0","18.7","18.7","0.0","35","0.0"
"","Essar steel","349","0","6.5","6.5","0.0","245","0.0"
"SR","Andhra Pradesh","8436","0","170.1","67.1","0.0","391","0.0"
"","Telangana","10269","0","208.3","104.6","-0.5","473","0.0"
"","Karnataka","11535","0","208.1","52.4","0.3","543","0.0"
"","Kerala","3618","0","73.6","58.3","1.6","238","0.0"
"","Tamil Nadu","13320","0","276.3","155.8","0.8","393","0.0"
"","Pondy","340","0","6.7","7.2","-0.5","41","0.0"
"ER","Bihar","4637","0","76.1","75.9","-1.3","250","0.0"
"","DVC","3193","0","62.7","-34.7","0.8","400","0.0"
"","Jharkhand","1338","0","24.5","16.2","-1.3","80","0.0"
"","Odisha","4053","0","70.3","3.7","0.2","230","0.0"
"","West Bengal","6261","0","111.1","25.1","1.2","400","0.0"
"","Sikkim","132","0","2.1","1.7","0.4","40","0.0"
"NER","Arunachal Pradesh","123","2","2.2","1.9","0.2","38","0.0"
"","Assam","1365","11","22.4","17.3","0.6","92","0.2"
"","Manipur","198","1","2.6","2.9","-0.3","24","0.0"
"","Meghalaya","371","0","6.4","3.0","0.5","71","0.4"
"","Mizoram","104","1","1.7","1.2","0.1","36","0.0"
"","Nagaland","126","2","2.3","2.1","0.0","17","0.0"
"","Tripura","222","0","3.5","1.5","-0.3","42","0.0"
