"Share of RES in total generation (%)","7.99","7.34","20.29","0.37","0.06","9.34"
"Share of Non-fossil fuel (Hydro, Nuclear and RES) in total generation (%)","38.15","13.25","32.22","14.91","33.01","24.22"
