"Region","<49.2","49.2-49.5","49.5-49.7","49.7-49.8","<49.7","49.7-50.2","> 50.2"
"NEW GRID","0.0","0.2","0.3","4.0","0.5","88.3","11.2"
"SR GRID","0.0","0.0","3.1","14.0","3.1","94.7","2.2"
