"","NR","WR","SR","ER","NER","Total"
"Demand Met during Evening Peak hrs(MW)","50166","42039","33235","16962","2113","144515"
"Peak Shortage (MW)","1773","294","1135","650","324","4176"
"Energy Met (MU)","1142","1002","757","368","41","3309"
"Hydro Gen(MU)","283","25","43","71","21","442"
"Wind Gen(MU)","7","19","62","----------","----------","88"
