"","NR","WR","SR","ER","NER","All India"
"Thermal (Coal & Lignite)","459","1067","458","408","8","2400"
"Hydro","286","16","66","79","24","471"
"Nuclear","31","30","45","0","0","106"
"Gas, Naptha & Diesel","28","46","15","0","22","111"
"RES (Wind, Solar, Biomass & Others)","41","84","259","1","0","385"
"Total","845","1243","843","488","54","3473"
