"","NR","WR","SR","ER","NER","All India"
"Coal","486","1267","559","474","11","2798"
"Lignite","23","17","50","0","0","90"
"Hydro","139","43","77","35","3","296"
"Nuclear","24","37","34","0","0","94"
"Gas, Naptha & Diesel","34","53","16","0","22","126"
"RES (Wind, Solar, Biomass & Others)","73","93","195","2","0","362"
"Total","779","1510","931","511","36","3766"
