"","NR","WR","SR","ER","NER","All India"
"Coal","281","754","384","373","8","1799"
"Lignite","19","15","51","0","0","85"
"Hydro","150","44","87","48","4","332"
"Nuclear","23","37","55","0","0","115"
"Gas, Naptha & Diesel","23","84","18","0","22","148"
"RES (Wind, Solar, Biomass & Others)","87","87","128","5","0","306"
"Total","583","1020","722","426","34","2785"
