"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","5167","0","97.9","44.6","0.4","247"
"","Haryana","6033","0","110.4","54.1","1.6","342"
"","Rajasthan","9742","0","206.2","75.7","1.0","199"
"","Delhi","3149","0","59.9","44.7","-0.1","293"
"","UP","9902","1460","236.7","108.1","-0.2","303"
"","Uttarakhand","1693","5","32.4","25.4","0.8","156"
"","HP","1355","0","24.6","19.7","0.2","132"
"","J&K","1909","477","40.6","34.3","0.2","132"
"","Chandigarh","178","0","3.3","3.4","0.3","11"
"WR","Chhattisgarh","3150","96","67.3","22.2","-1.5","292"
"","Gujarat","12510","0","270.9","69.6","-1.4","353"
"","MP","10453","0","218.0","133.7","-3.6","245"
"","Maharashtra","19512","14","413.3","112.0","5.7","402"
"","Goa","421","0","8.8","7.8","0.7","81"
"","DD","280","0","6.3","6.2","0.1","27"
"","DNH","655","0","15.2","15.4","-0.2","0"
"","Essar steel","265","0","4.8","5.0","-0.2","145"
"SR","Andhra Pradesh","5509","0","111.4","22.8","1.2","437"
"","Telangana","5458","0","126.2","81.2","2.1","283"
"","Karnataka","7102","1200","152.0","32.3","3.8","384"
"","Kerala","3346","0","63.1","46.9","2.3","274"
"","Tamil Nadu","10010","0","208.4","86.4","3.5","573"
"","Pondy","255","0","5.0","5.2","-0.2","22"
"ER","Bihar","3362","0","63.6","60.0","1.2","210"
"","DVC","2491","0","56.5","-12.7","-0.3","180"
"","Jharkhand","1023","0","22.7","10.9","-0.3","20"
"","Odisha","4055","0","77.7","28.3","2.3","300"
"","West Bengal","6661","0","118.6","21.7","0.2","180"
"","Sikkim","101","0","1.6","1.0","0.6","35"
"NER","Arunachal Pradesh","97","6","1.7","1.4","0.4","38"
"","Assam","1282","22","21.4","15.2","1.7","194"
"","Manipur","148","4","2.3","2.4","-0.1","38"
"","Meghalaya","305","0","5.1","4.7","-0.5","16"
"","Mizoram","77","4","1.3","1.1","0.2","26"
"","Nagaland","105","5","1.8","1.5","0.2","44"
"","Tripura","212","0","3.3","-0.8","2.1","87"
