"RegionRegion","States","Max. Demand Met during the day (MW)","Peak hourShortage (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","4207","0","87.8","47.6","-0.8","99"
"","Haryana","5260","0","91.7","59.3","-2.2","176"
"","Rajasthan","7609","0","158.9","36.2","-2.7","83"
"","Delhi","3155","0","63.4","48.4","-0.8","159"
"","UP","11464","1865","248.4","108.3","-3.0","142"
"","Uttarakhand","1513","75","31.1","20.3","1.1","190"
"","HP","1130","0","21.7","10.9","-0.4","66"
"","J&K","1517","100","31.8","23.1","-2.7","21"
"","Chandigarh","170","0","3.1","3.3","-0.2","17"
"WR","Chhattisgarh","3486","55","81.7","25.0","-0.2","172"
"","Gujarat","11630","15","262.4","50.2","-1.0","456"
"","MP","7081","12","151.1","70.9","-0.4","193"
"","Maharashtra","18092","58","403.4","132.2","3.5","534"
"","Goa","387","1","7.9","7.9","-0.8","54"
"","DD","269","0","6.1","6.2","-0.2","6"
"","DNH","611","1","14.7","14.3","0.4","25"
"","Essar steel","533","1","11.0","11.9","-0.9","15"
"SR","Andhra Pradesh","11842","1500","268.0","92.0","4.6","469"
"","Karnataka","8815","300","193.3","34.4","0.1","416"
"","Kerala","3276","0","62.7","29.1","1.5","212"
"","Tamil Nadu","11317","1392","256.0","93.8","2.1","404"
"","Pondy","301","0","6.6","6.7","-0.2","30"
"ER","Bihar","2380","0","42.8","37.8","1.4","297"
"","DVC","2354","0","56.2","-11.0","-0.7","345"
"","Jharkhand","985","0","20.4","10.2","1.0","135"
"","Odisha","3830","0","73.9","23.3","-1.1","389"
"","West Bengal","6917","38","136.2","47.5","-0.2","412"
"","Sikkim","106","0","1.3","1.2","0.1","50"
"NER","Arunachal Pradesh","95","5","1.5","1.0","0.6","76"
"","Assam","1118","97","19.8","12.4","2.5","136"
"","Manipur","96","14","1.5","1.5","0.1","47"
"","Meghalaya","254","16","4.3","3.6","0.1","52"
"","Mizoram","62","6","1.0","1.0","-0.2","13"
"","Nagaland","90","5","1.6","1.6","-0.3","18"
"","Tripura","221","0","2.8","1.0","-0.6","48"
