"","NR","WR","SR","ER","NER","TOTAL"
"Schedule(MU)","194.5","-210.9","92.4","-70.7","-0.3","5.0"
"Actual(MU)","179.9","-210.7","94.4","-68.0","0.8","-3.6"
"O/D/U/D(MU)","-14.6","0.2","2.0","2.7","1.1","-8.5"
