"Region","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","8292","0","194.5","104.7","-0.9","227","0.0"
"","Haryana","8694","0","187.4","132.9","2.0","332","0.1"
"","Rajasthan","10589","69","219.0","63.2","1.1","391","0.2"
"","Delhi","6540","0","134.9","110.2","-2.0","196","0.1"
"","UP","19400","290","389.7","173.0","-1.3","229","0.0"
"","Uttarakhand","2052","0","44.4","18.3","0.5","167","0.0"
"","HP","1436","0","27.6","5.0","1.0","110","0.0"
"","J&K","2115","529","43.8","29.9","-3.0","231","10.3"
"","Chandigarh","369","0","7.2","7.1","0.1","36","0.0"
"WR","Chhattisgarh","3498","0","72.1","20.5","-3.8","356","0.1"
"","Gujarat","16084","0","359.2","123.1","4.4","399","0.0"
"","MP","8026","0","165.2","43.0","-1.4","235","0.0"
"","Maharashtra","21212","0","475.6","137.9","0.0","504","0.0"
"","Goa","499","0","10.8","9.2","0.9","83","0.0"
"","DD","350","0","7.8","6.8","1.1","82","0.0"
"","DNH","786","0","18.3","17.8","0.5","53","0.0"
"","Essar steel","511","0","10.7","9.9","0.7","171","0.0"
"SR","Andhra Pradesh","7940","0","172.2","41.3","2.6","525","0.0"
"","Telangana","6819","0","146.7","62.8","1.0","399","0.0"
"","Karnataka","8015","0","166.2","50.8","0.2","520","0.0"
"","Kerala","3271","0","64.1","44.3","0.8","284","0.0"
"","Tamil Nadu","14609","0","322.5","114.4","3.1","472","0.0"
"","Pondy","380","0","8.2","8.4","-0.2","19","0.0"
"ER","Bihar","4832","0","83.3","80.5","0.6","135","0.0"
"","DVC","2933","0","67.3","-27.7","-0.9","250","0.0"
"","Jharkhand","1163","0","23.4","17.6","-0.1","250","0.0"
"","Odisha","4651","0","93.9","44.5","1.5","350","0.0"
"","West Bengal","8523","0","176.3","60.9","4.1","260","0.0"
"","Sikkim","86","0","1.2","1.4","-0.2","10","0.0"
"NER","Arunachal Pradesh","106","9","1.7","3.8","-2.0","0","0.1"
"","Assam","1416","232","24.2","20.4","-2.1","205","3.0"
"","Manipur","146","8","1.6","2.3","-0.7","14","0.0"
"","Meghalaya","318","7","5.3","0.7","-0.4","71","0.0"
"","Mizoram","87","1","1.8","1.3","0.0","4","0.0"
"","Nagaland","118","7","2.2","2.4","-0.4","34","0.1"
"","Tripura","223","8","3.7","4.1","-0.2","47","0.2"
