"","NR","WR","SR","ER","NER"
"Schedule(MU)","70.1","-57.5","37.0","-53.6","3.7"
"Actual(MU)","39.2","-37.6","36.5","-43.1","4.5"
"O/D/U/D(MU)","-30.9","19.8","-0.5","10.5","0.8"
